      TIME             V(CLK)             V(DT)             V(AQ)             V(BQ)      
   1.59174148e-08    1.20000000e+00    0.00000000e+00    9.46311409e-08    1.19999999e+00
   1.60009307e-08    1.20000000e+00    0.00000000e+00    9.46328919e-08    1.19999999e+00
   1.61679624e-08    1.20000000e+00    0.00000000e+00    9.46341386e-08    1.19999999e+00
   1.65020258e-08    1.20000000e+00    0.00000000e+00    9.46343809e-08    1.19999999e+00
   1.68360891e-08    1.20000000e+00    0.00000000e+00    9.46343260e-08    1.19999999e+00
   1.71250000e-08    1.20000000e+00    0.00000000e+00    9.46343306e-08    1.19999999e+00
   1.71252094e-08    1.19250000e+00    0.00000000e+00   -3.05712837e-07    1.19999927e+00
   1.71254187e-08    1.18500000e+00    0.00000000e+00   -6.85569072e-07    1.19999858e+00
   1.71256281e-08    1.17750000e+00    0.00000000e+00   -1.05540146e-06    1.19999790e+00
   1.71260469e-08    1.16250000e+00    0.00000000e+00   -1.73707702e-06    1.19999666e+00
   1.71268844e-08    1.13250000e+00    0.00000000e+00   -2.88916099e-06    1.19999455e+00
   1.71285594e-08    1.07250000e+00    0.00000000e+00   -4.49572875e-06    1.19999153e+00
   1.71319094e-08    9.52500000e-01    0.00000000e+00   -5.85648736e-06    1.19998865e+00
   1.71386094e-08    7.12500000e-01    0.00000000e+00   -6.08472366e-06    1.19998698e+00
   1.71446394e-08    4.96500000e-01    0.00000000e+00   -2.85503341e-06    1.19999177e+00
   1.71451811e-08    4.77093737e-01    0.00000000e+00   -2.08632891e-06    1.19999309e+00
   1.71457229e-08    4.57687473e-01    0.00000000e+00   -1.26534621e-06    1.19999450e+00
   1.71468064e-08    4.18874947e-01    0.00000000e+00    6.27798324e-07    1.19999781e+00
   1.71478899e-08    3.80062420e-01    0.00000000e+00    2.80481051e-06    1.20000165e+00
   1.71489734e-08    3.41249893e-01    0.00000000e+00    5.20395676e-06    1.20000595e+00
   1.71500570e-08    3.02437367e-01    0.00000000e+00    7.77508973e-06    1.20001062e+00
   1.71511405e-08    2.63624840e-01    0.00000000e+00    1.04757085e-05    1.20001559e+00
   1.71522240e-08    2.24812313e-01    0.00000000e+00    1.32668825e-05    1.20002081e+00
   1.71533075e-08    1.85999787e-01    0.00000000e+00    1.61118627e-05    1.20002623e+00
   1.71543910e-08    1.47187260e-01    0.00000000e+00    1.89759814e-05    1.20003177e+00
   1.71554745e-08    1.08374733e-01    0.00000000e+00    2.18268945e-05    1.20003741e+00
   1.71565581e-08    6.95622068e-02    0.00000000e+00    2.46348166e-05    1.20004307e+00
   1.71576416e-08    3.07496802e-02    0.00000000e+00    2.73726550e-05    1.20004873e+00
   1.71585000e-08   -7.17204074e-14    0.00000000e+00    2.94762667e-05    1.20005317e+00
   1.71586084e-08    0.00000000e+00    0.00000000e+00    3.00235341e-05    1.20005425e+00
   1.71586859e-08    0.00000000e+00    0.00000000e+00    3.04083658e-05    1.20005501e+00
   1.71587635e-08    0.00000000e+00    0.00000000e+00    3.07897469e-05    1.20005576e+00
   1.71589186e-08    0.00000000e+00    0.00000000e+00    3.15320185e-05    1.20005724e+00
   1.71592288e-08    0.00000000e+00    0.00000000e+00    3.29363367e-05    1.20006005e+00
   1.71598493e-08    0.00000000e+00    0.00000000e+00    3.54377164e-05    1.20006514e+00
   1.71610903e-08    0.00000000e+00    0.00000000e+00    3.93161757e-05    1.20007340e+00
   1.71635723e-08    0.00000000e+00    0.00000000e+00    4.33378402e-05    1.20008363e+00
   1.71660543e-08    0.00000000e+00    0.00000000e+00    4.34600644e-05    1.20008733e+00
   1.71685362e-08    0.00000000e+00    0.00000000e+00    4.09110748e-05    1.20008651e+00
   1.71735002e-08    0.00000000e+00    0.00000000e+00    3.16508616e-05    1.20007730e+00
   1.71784641e-08    0.00000000e+00    0.00000000e+00    2.02206592e-05    1.20006317e+00
   1.71834281e-08    0.00000000e+00    0.00000000e+00    9.42160089e-06    1.20004844e+00
   1.71883920e-08    0.00000000e+00    0.00000000e+00    4.10579566e-07    1.20003506e+00
