      TIME              V(A)              V(Y)             I(VVDD)     
   3.04135147e-09    0.00000000e+00   -8.64734214e-03   -1.23785789e-04
   3.04270106e-09    0.00000000e+00    2.34377500e-02   -1.22755675e-04
   3.04405064e-09    0.00000000e+00    5.54212928e-02   -1.21729544e-04
   3.04540022e-09    0.00000000e+00    8.72905609e-02   -1.20697459e-04
   3.04674981e-09    0.00000000e+00    1.19033246e-01   -1.19664755e-04
   3.04809939e-09    0.00000000e+00    1.50637269e-01   -1.18621767e-04
   3.04944898e-09    0.00000000e+00    1.82090610e-01   -1.17573980e-04
   3.05079856e-09    0.00000000e+00    2.13381166e-01   -1.16511777e-04
   3.05214814e-09    0.00000000e+00    2.44496607e-01   -1.15440598e-04
   3.05349773e-09    0.00000000e+00    2.75424246e-01   -1.14350702e-04
   3.05484731e-09    0.00000000e+00    3.06150913e-01   -1.13247330e-04
   3.05619690e-09    0.00000000e+00    3.36662823e-01   -1.12120474e-04
   3.05741152e-09    0.00000000e+00    3.63928075e-01   -1.11091275e-04
   3.05862615e-09    0.00000000e+00    3.90996436e-01   -1.10037267e-04
   3.05984077e-09    0.00000000e+00    4.17856060e-01   -1.08965423e-04
   3.06093394e-09    0.00000000e+00    4.41841008e-01   -1.07975559e-04
   3.06202710e-09    0.00000000e+00    4.65636982e-01   -1.06967406e-04
   3.06312026e-09    0.00000000e+00    4.89233677e-01   -1.05931224e-04
   3.06421343e-09    0.00000000e+00    5.12620160e-01   -1.04872382e-04
   3.06519727e-09    0.00000000e+00    5.33478829e-01   -1.03891532e-04
   3.06618112e-09    0.00000000e+00    5.54148909e-01   -1.02888335e-04
   3.06716497e-09    0.00000000e+00    5.74620980e-01   -1.01854691e-04
   3.06814881e-09    0.00000000e+00    5.94885125e-01   -1.00794425e-04
   3.06903427e-09    0.00000000e+00    6.12936601e-01   -9.98104290e-05
   3.06991974e-09    0.00000000e+00    6.30803277e-01   -9.88009638e-05
   3.07080520e-09    0.00000000e+00    6.48476869e-01   -9.77596466e-05
   3.07169066e-09    0.00000000e+00    6.65948774e-01   -9.66889873e-05
   3.07257612e-09    0.00000000e+00    6.83210075e-01   -9.55824579e-05
   3.07337304e-09    0.00000000e+00    6.98557698e-01   -9.45585583e-05
   3.07416995e-09    0.00000000e+00    7.13720390e-01   -9.35012472e-05
   3.07496687e-09    0.00000000e+00    7.28691102e-01   -9.24148158e-05
   3.07576379e-09    0.00000000e+00    7.43462659e-01   -9.12918742e-05
   3.07656070e-09    0.00000000e+00    7.58027787e-01   -9.01367700e-05
   3.07735762e-09    0.00000000e+00    7.72379144e-01   -8.89422165e-05
   3.07807484e-09    0.00000000e+00    7.85106603e-01   -8.78377773e-05
   3.07879207e-09    0.00000000e+00    7.97649571e-01   -8.66983800e-05
   3.07950929e-09    0.00000000e+00    8.10002720e-01   -8.55300373e-05
   3.08022652e-09    0.00000000e+00    8.22160785e-01   -8.43253048e-05
   3.08094374e-09    0.00000000e+00    8.34118596e-01   -8.30904828e-05
   3.08166096e-09    0.00000000e+00    8.45871110e-01   -8.18184607e-05
   3.08237819e-09    0.00000000e+00    8.57413448e-01   -8.05159208e-05
   3.08309541e-09    0.00000000e+00    8.68740920e-01   -7.91761812e-05
   3.08374091e-09    0.00000000e+00    8.78748315e-01   -7.79450829e-05
   3.08438642e-09    0.00000000e+00    8.88574979e-01   -7.66838071e-05
   3.08503192e-09    0.00000000e+00    8.98218031e-01   -7.54000397e-05
   3.08567742e-09    0.00000000e+00    9.07674800e-01   -7.40875365e-05
   3.08632292e-09    0.00000000e+00    9.16942842e-01   -7.27543633e-05
   3.08696842e-09    0.00000000e+00    9.26019956e-01   -7.13946605e-05
   3.08761393e-09    0.00000000e+00    9.34904199e-01   -7.00168771e-05
   3.08825943e-09    0.00000000e+00    9.43593898e-01   -6.86155286e-05
   3.08890493e-09    0.00000000e+00    9.52087667e-01   -6.71994249e-05
   3.08955043e-09    0.00000000e+00    9.60384410e-01   -6.57634220e-05
   3.09019593e-09    0.00000000e+00    9.68483331e-01   -6.43166434e-05
   3.09084143e-09    0.00000000e+00    9.76383939e-01   -6.28542266e-05
   3.09148694e-09    0.00000000e+00    9.84086053e-01   -6.13855393e-05
   3.09213244e-09    0.00000000e+00    9.91589798e-01   -5.99059217e-05
   3.09277794e-09    0.00000000e+00    9.98895608e-01   -5.84248997e-05
   3.09342344e-09    0.00000000e+00    1.00600422e+00   -5.69379243e-05
   3.09406894e-09    0.00000000e+00    1.01291666e+00   -5.54545844e-05
   3.09471445e-09    0.00000000e+00    1.01963426e+00   -5.39703457e-05
   3.09535995e-09    0.00000000e+00    1.02615862e+00   -5.24947637e-05
   3.09600545e-09    0.00000000e+00    1.03249159e+00   -5.10232258e-05
   3.09665095e-09    0.00000000e+00    1.03863531e+00   -4.95651660e-05
   3.09729645e-09    0.00000000e+00    1.04459213e+00   -4.81158105e-05
   3.09794196e-09    0.00000000e+00    1.05036464e+00   -4.66843973e-05
   3.09858746e-09    0.00000000e+00    1.05595561e+00   -4.52659253e-05
   3.09923296e-09    0.00000000e+00    1.06136804e+00   -4.38693791e-05
   3.09987846e-09    0.00000000e+00    1.06660508e+00   -4.24894836e-05
   3.10052396e-09    0.00000000e+00    1.07167002e+00   -4.11349328e-05
   3.10116946e-09    0.00000000e+00    1.07656630e+00   -3.98001498e-05
   3.10181497e-09    0.00000000e+00    1.08129750e+00   -3.84935203e-05
   3.10246047e-09    0.00000000e+00    1.08586726e+00   -3.72091566e-05
   3.10310597e-09    0.00000000e+00    1.09027934e+00   -3.59551353e-05
   3.10375147e-09    0.00000000e+00    1.09453754e+00   -3.47252645e-05
   3.10439697e-09    0.00000000e+00    1.09864572e+00   -3.35273248e-05
   3.10504248e-09    0.00000000e+00    1.10260780e+00   -3.23548388e-05
   3.10568798e-09    0.00000000e+00    1.10642770e+00   -3.12153144e-05
   3.10633348e-09    0.00000000e+00    1.11010934e+00   -3.01020159e-05
   3.10697898e-09    0.00000000e+00    1.11365668e+00   -2.90222083e-05
   3.10762448e-09    0.00000000e+00    1.11707362e+00   -2.79689295e-05
   3.10826998e-09    0.00000000e+00    1.12036407e+00   -2.69492353e-05
   3.10891549e-09    0.00000000e+00    1.12353189e+00   -2.59559713e-05
   3.10956099e-09    0.00000000e+00    1.12658090e+00   -2.49960178e-05
   3.11020649e-09    0.00000000e+00    1.12951489e+00   -2.40620619e-05
   3.11085199e-09    0.00000000e+00    1.13233757e+00   -2.31608417e-05
   3.11149749e-09    0.00000000e+00    1.13505260e+00   -2.22849175e-05
   3.11214300e-09    0.00000000e+00    1.13766358e+00   -2.14409156e-05
   3.11278850e-09    0.00000000e+00    1.14017402e+00   -2.06212987e-05
   3.11343400e-09    0.00000000e+00    1.14258738e+00   -1.98326086e-05
   3.11407950e-09    0.00000000e+00    1.14490703e+00   -1.90672360e-05
   3.11472500e-09    0.00000000e+00    1.14713626e+00   -1.83316620e-05
   3.11537050e-09    0.00000000e+00    1.14927827e+00   -1.76182272e-05
   3.11601601e-09    0.00000000e+00    1.15133620e+00   -1.69333721e-05
   3.11666151e-09    0.00000000e+00    1.15331309e+00   -1.62694058e-05
   3.11730701e-09    0.00000000e+00    1.15521189e+00   -1.56327452e-05
   3.11795251e-09    0.00000000e+00    1.15703547e+00   -1.50156829e-05
   3.11859801e-09    0.00000000e+00    1.15878663e+00   -1.44246261e-05
   3.11924352e-09    0.00000000e+00    1.16046807e+00   -1.38518629e-05
   3.11988902e-09    0.00000000e+00    1.16208240e+00   -1.33038018e-05
   3.12053452e-09    0.00000000e+00    1.16363217e+00   -1.27727365e-05
   3.12118002e-09    0.00000000e+00    1.16511981e+00   -1.22650850e-05
   3.12182552e-09    0.00000000e+00    1.16654772e+00   -1.17731542e-05
   3.12247103e-09    0.00000000e+00    1.16791818e+00   -1.13033782e-05
   3.12311653e-09    0.00000000e+00    1.16923341e+00   -1.08480827e-05
   3.12376203e-09    0.00000000e+00    1.17049555e+00   -1.04137227e-05
   3.12440753e-09    0.00000000e+00    1.17170666e+00   -9.99264684e-06
   3.12505303e-09    0.00000000e+00    1.17286874e+00   -9.59133463e-06
   3.12569853e-09    0.00000000e+00    1.17398371e+00   -9.20216041e-06
   3.12634404e-09    0.00000000e+00    1.17505341e+00   -8.83163040e-06
   3.12698954e-09    0.00000000e+00    1.17607965e+00   -8.47214654e-06
   3.12763504e-09    0.00000000e+00    1.17706412e+00   -8.13024320e-06
   3.12828054e-09    0.00000000e+00    1.17800850e+00   -7.79835087e-06
   3.12892604e-09    0.00000000e+00    1.17891438e+00   -7.48303276e-06
   3.12957155e-09    0.00000000e+00    1.17978328e+00   -7.17674829e-06
   3.13021705e-09    0.00000000e+00    1.18061669e+00   -6.88608959e-06
   3.13086255e-09    0.00000000e+00    1.18141603e+00   -6.60354490e-06
   3.13150805e-09    0.00000000e+00    1.18218267e+00   -6.33573492e-06
   3.13215355e-09    0.00000000e+00    1.18291792e+00   -6.07517620e-06
   3.13279905e-09    0.00000000e+00    1.18362303e+00   -5.82851738e-06
   3.13344456e-09    0.00000000e+00    1.18429924e+00   -5.58830249e-06
   3.13409006e-09    0.00000000e+00    1.18494771e+00   -5.36120719e-06
   3.13538106e-09    0.00000000e+00    1.18616636e+00   -4.92884254e-06
   3.13667207e-09    0.00000000e+00    1.18728686e+00   -4.53412658e-06
   3.13796307e-09    0.00000000e+00    1.18831703e+00   -4.16735587e-06
   3.13925407e-09    0.00000000e+00    1.18926408e+00   -3.83319132e-06
   3.14054508e-09    0.00000000e+00    1.19013465e+00   -3.52228163e-06
   3.14183608e-09    0.00000000e+00    1.19093487e+00   -3.23962997e-06
   3.14312708e-09    0.00000000e+00    1.19167039e+00   -2.97620509e-06
   3.14441809e-09    0.00000000e+00    1.19234640e+00   -2.73731003e-06
   3.14570909e-09    0.00000000e+00    1.19296769e+00   -2.51419388e-06
   3.14700010e-09    0.00000000e+00    1.19353867e+00   -2.31242119e-06
   3.14829110e-09    0.00000000e+00    1.19406338e+00   -2.12348456e-06
   3.14958210e-09    0.00000000e+00    1.19454556e+00   -1.95317496e-06
   3.15087311e-09    0.00000000e+00    1.19498865e+00   -1.79319519e-06
   3.15216411e-09    0.00000000e+00    1.19539581e+00   -1.64953119e-06
   3.15345511e-09    0.00000000e+00    1.19576993e+00   -1.51406636e-06
   3.15474612e-09    0.00000000e+00    1.19611369e+00   -1.39295381e-06
   3.15603712e-09    0.00000000e+00    1.19642955e+00   -1.27823157e-06
   3.15861913e-09    0.00000000e+00    1.19698734e+00   -1.08046088e-06
   3.16120114e-09    0.00000000e+00    1.19745806e+00   -9.10210319e-07
   3.16378314e-09    0.00000000e+00    1.19785528e+00   -7.69745372e-07
   3.16636515e-09    0.00000000e+00    1.19819047e+00   -6.47915225e-07
   3.16894716e-09    0.00000000e+00    1.19847330e+00   -5.48347601e-07
   3.17152917e-09    0.00000000e+00    1.19871194e+00   -4.61054486e-07
   3.17411117e-09    0.00000000e+00    1.19891329e+00   -3.90647836e-07
   3.17669318e-09    0.00000000e+00    1.19908318e+00   -3.27973042e-07
   3.18185720e-09    0.00000000e+00    1.19934906e+00   -2.34398830e-07
   3.18702121e-09    0.00000000e+00    1.19953785e+00   -1.64921912e-07
   3.19218523e-09    0.00000000e+00    1.19967189e+00   -1.18605394e-07
   3.19734924e-09    0.00000000e+00    1.19976706e+00   -8.26998969e-08
   3.20767727e-09    0.00000000e+00    1.19988507e+00   -4.21235589e-08
   3.22833333e-09    0.00000000e+00    1.19997798e+00   -7.02137186e-09
   3.26964545e-09    0.00000000e+00    1.20000332e+00    3.09178899e-10
   3.30532277e-09    0.00000000e+00    1.19999973e+00    7.79796332e-10
   3.34100010e-09    0.00000000e+00    1.20000001e+00   -8.79350986e-10
   3.37667743e-09    0.00000000e+00    1.19999999e+00    8.73929095e-10
   3.44803208e-09    0.00000000e+00    1.19999999e+00   -8.86236527e-10
   3.59074138e-09    0.00000000e+00    1.19999999e+00    8.74296715e-10
   3.87615999e-09    0.00000000e+00    1.19999999e+00   -8.86325172e-10
   4.27615999e-09    0.00000000e+00    1.19999999e+00    8.74333175e-10
   4.67615999e-09    0.00000000e+00    1.19999999e+00   -8.86350312e-10
   5.00000000e-09    0.00000000e+00    1.19999999e+00    8.74356878e-10
End of Xyce(TM) Simulation
